dataset,id,question
alpaca52k,alpaca52k_120,"Generate a summary of the given article.
Between 1989 and 2019, the size of the U.S. economy, measured in terms of the gross domestic product (GDP), more than doubled. The growth was faster than in the prior two decades, driven in part by the dramatic expansion of the information technology sector in the 1990s and early 2000s, gains in worker productivity and strong consumer demand, and government investments in research and development."
alpaca52k,alpaca52k_121,Convert 94F to celsius
alpaca52k,alpaca52k_122,"Construct a phrase using the given words
Pandemic, challenge, action"
alpaca52k,alpaca52k_123,Find the synonyms of the following word: 'Tenacious'.
alpaca52k,alpaca52k_124,"Suggest a good restaurant.
Los Angeles, CA"
alpaca52k,alpaca52k_125,"Calculate the area of the triangle.
Base: 5cm; Height: 6cm"
alpaca52k,alpaca52k_126,"Rewrite the sentence with more descriptive words.
The game is fun."
alpaca52k,alpaca52k_127,Generate a creative birthday wish for a friend.
alpaca52k,alpaca52k_128,"Make the second sentence shorter.
Winter is usually the coldest season of the year. Snow is a common element during winter."
alpaca52k,alpaca52k_129,"Find the solution to the quadratic equation.
3x² + 7x - 4 = 0"
alpaca52k,alpaca52k_130,"Let x and y be nonzero real numbers. Let m and M be the minimium value and maximum value of

 (|x + y|)/(|x| + |y|),
respectively. Find M - m."
alpaca52k,alpaca52k_131,"Rewrite the sentence in a different tense.
He asked her to join him for lunch."
alpaca52k,alpaca52k_132,"Classify the following data with one of the three following labels. 1. Alphabetical Data
2. Numeric Data
3. Alpha-numeric data
fjsklfjdsklfjsklfjsklfjs"
alpaca52k,alpaca52k_133,Compose a five word sentence describing your day.
alpaca52k,alpaca52k_134,"You are a smart assistant designed to help high school teachers come up with reading comprehension questions.
Given a piece of text, you must come up with a question and answer pair that can be used to test a student's reading comprehension abilities.
When coming up with this question/answer pair, you must respond in the following format:
```
{{
    ""question"": ""$YOUR_QUESTION_HERE"",
    ""answer"": ""$THE_ANSWER_HERE""
}}
```
Everything between the ``` must be valid json.
Please come up with a question/answer pair, in the specified JSON format, for the following text:
----------------
Previously, the use of dye-sub printing was limited to industrial or high-end commercial printing. Dye-sub photo printing has been used in medical imaging, graphic arts proofing, security, and broadcast-related applications. Today, it is extremely popular in event photography and photo booths or kiosks that require high-speed, on-demand printing.

Alps Electric produced the first quality dye-sub printers for home consumers in the $500–$1,000 price range, bringing dye-sublimation technology within the reach of a wider audience. (These models were, however, not true page printers, since they used a narrow printhead that swept across the page, like most inkjet printers.) Now there are many dye-sublimation printers on the market starting from as low as $100, especially postcard-sized mobile photo printers.

The ability to produce instant photo prints inexpensively from a small printer has led to dye sublimation solutions supplanting traditional instant photos in some applications, such as ID photography with a card printer.

Several corporations market desktop-size units as stand-alone printers and for print kiosk and photo booth applications. Some of these units are based on generic printers. Some manufacturers, offer software development kits with their printers, suggesting that these companies hope to attract system integrators as a potential market.

Desktop-size standalone dye-sub photo printers are also used by photographers in event photography. The technology allows photographers to produce and sell lab-quality prints immediately during the event they are attending, with a minimal amount of hardware."
alpaca52k,alpaca52k_135,"Change the following sentence from the singular form to the plural form.
The cat is drinking."
alpaca52k,alpaca52k_136,Compile a list of 5 US states located in the Mid West.
alpaca52k,alpaca52k_137,"Analyze the following sentence and find the direct object.
She wrote a book."
alpaca52k,alpaca52k_138,"During the last member meeting, create a list of 5 ideas to improve the club."
alpaca52k,alpaca52k_139,"Edit the following sentence to correct the grammar and syntax errors
You was late to the party"
alpaca52k,alpaca52k_140,"Create a questions that can be answered using the following sentence.
""It was a beautiful day"""
alpaca52k,alpaca52k_141,"Write a simple definition of the word ""economics""."
alpaca52k,alpaca52k_142,"Find the cutoff score for successful completion of the exam
The exam had 100 multiple-choice questions with 4 options each"
alpaca52k,alpaca52k_143,"Generate a topic sentence to introduce the following text.
Amidst increasing violence in the region, many civilians are fleeing their homes in search of safety."
alpaca52k,alpaca52k_144,Write a function to calculate the factorial of a given number.
alpaca52k,alpaca52k_145,"Write a function to convert a given string to uppercase unless it starts with the string ""Rejected"""
alpaca52k,alpaca52k_146,"Extract the positive integers from an array?
arr = [5,-2,8,-7,3,-1,0,5]"
alpaca52k,alpaca52k_147,Write a javascript function which calculates the square root of a number without any libraries.
alpaca52k,alpaca52k_148,Reverse a linked list using haskel.
alpaca52k,alpaca52k_149,"Compute the longest increasing subsequence of a given array?
arr = [7, 10, 8, 11, 9, 5]"
alpaca52k,alpaca52k_150,Design an algorithm to find the maximum profit of a stock buy and sell when given it's historical prices.
alpaca52k,alpaca52k_151,"Given two strings, check whether one string is a rotation of another?
s1 = ‘waterbottle’
s2 = ‘erbottlewat’"
alpaca52k,alpaca52k_152,"Given an array of integers, return the first repeating element.
arr = [3, 6, 7, 1, 4, 6, 7]"
alpaca52k,alpaca52k_153,"Find the two non-repeating elements in an array of repeating elements?
arr = [2, 3, 7, 9, 11, 2, 3, 11]"
alpaca52k,alpaca52k_154,"Given a binary tree, check if it is a binary search tree. Write a Java function to do it. Assume the Node class is implemented."
alpaca52k,alpaca52k_155,"You are a smart assistant designed to help high school teachers come up with reading comprehension questions.
Given a piece of text, you must come up with a question and answer pair that can be used to test a student's reading comprehension abilities.
When coming up with this question/answer pair, you must respond in the following format:
```
{{
    ""question"": ""$YOUR_QUESTION_HERE"",
    ""answer"": ""$THE_ANSWER_HERE""
}}
```
Everything between the ``` must be valid json.
Please come up with a question/answer pair, in the specified JSON format, for the following text:
----------------
The scream of sirens and the clank of steel on cobblestones echoed down the mean, dark streets. Frightened East Berliners peeked from behind their curtains to see military convoys stretching for blocks. First came the motorcycle outriders, then jeeps, trucks and buses crammed with grim, steel-helmeted East German troops. Rattling in their wake were the tanks — squat Russian-built T-34s and T-54s. At each major intersection, a platoon peeled off and ground to a halt, guns at the ready. The rest headed on for the sector border, the 25-mile frontier that cuts through the heart of Berlin like a jagged piece of glass. As the troops arrived at scores of border points, cargo trucks were already unloading rolls of barbed wire, concrete posts, wooden horses, stone blocks, picks and shovels. When dawn came four hours later, a wall divided East Berlin from West for the first time in eight years."
alpaca52k,alpaca52k_156,"Calculate the amount of money in a bank account with an initial $100 deposit and an interest rate of 6%, compounded annually"
alpaca52k,alpaca52k_157,Give me a detailed overview of the framework of a web service.
alpaca52k,alpaca52k_158,Create a timeline describing the history of the internet
alpaca52k,alpaca52k_159,"Paraphrase the following sentence
The scientists conducted a rigorous experiment"
alpaca52k,alpaca52k_160,"Use the following pieces of context to answer the question at the end. If you don't know the answer, just say that you don't know, don't try to make up an answer.

A state actor's involvement in the blast of the Nord Stream pipelines last year is the ""absolute main scenario"", though confirming identity will prove difficult, the Swedish prosecutor investigating the attack said on Thursday.

In September 2022, several unexplained underwater explosions ruptured the Nord Stream 1 and newly-built Nord Stream 2 pipelines that link Russia and Germany across the Baltic Sea. The blasts occurred in the economic zones of Sweden and Denmark and both countries say the explosions were deliberate, but have yet to determine who was responsible.

The blast in the Swedish zone occurred at a depth of 80 meters, which the Swedish prosecutor said made it complicated to investigate.

""We believe it will be rather difficult to determine who did this,"" prosecutor Mats Ljungqvist told Reuters in a phone interview.

""The people who did this have probably been aware that they would leave clues behind and probably took care so that the evidence would not point in one direction, but in several directions,"" he added.

""That makes it difficult to clearly point to one actor.""

The investigation continues.

Question: Who was responsible for the Nordstream pipeline explosion?"
alpaca52k,alpaca52k_161,"Describe the pros and cons of the following policy
Providing free college education"
alpaca52k,alpaca52k_162,"Design a post for a social media account to promote the following product
Fresh fruit smoothie"
alpaca52k,alpaca52k_163,Hans went to a pet shop. He bought 15 gold fish and 7 blue fish. How many fish did he buy? Think step-by-step.
alpaca52k,alpaca52k_164,"Create a job description for the following role
Data Analytics Consultant"
alpaca52k,alpaca52k_165,"Identify the correct order for the following commands
pack, prepare, travel"
alpaca52k,alpaca52k_166,Create a survey question to measure customer satisfaction
alpaca52k,alpaca52k_167,Create a list of 10 different animals
alpaca52k,alpaca52k_168,Suggest a good idea for a family photoshoot.
alpaca52k,alpaca52k_169,"Create a response for a customer's email about a refund issue.
Dear [Company],

I recently purchased a product from your store and I'm disappointed with the quality. I would like to request a refund."
alpaca52k,alpaca52k_170,Imagine you are a popular coffee brand looking to promote your new line of environmentally friendly coffee beans. Write a short advertising slogan that emphasizes this aspect of the product.
alpaca52k,alpaca52k_171,"Provide five adjectives that describe a particular animal.
Lion"
alpaca52k,alpaca52k_172,"Rearrange the words to create a complete sentence.
Underwater creatures are fascinating"
alpaca52k,alpaca52k_173,"Write a story that begins with the following sentence.
She opened the door to find a tall figure cloaked in shadows."
alpaca52k,alpaca52k_174,"Convert the given sentence into active voice.
One hundred and fifty books were sold."
alpaca52k,alpaca52k_175,"Explain why a given topic is important.
Environmental protection"
alpaca52k,alpaca52k_176,"Describe the sound of the given object.
Wind chime"
alpaca52k,alpaca52k_177,"Rewrite the given sentence using a different but similar word.
She partook in the event."
alpaca52k,alpaca52k_178,"Classify the given input as either a poem, story, or song.
Once upon a midnight dreary, while I pondered, weak and weary."
alpaca52k,alpaca52k_179,"Create a title for the following description.
A story about a journey of self-discovery by a young girl."
alpaca52k,alpaca52k_180,"Rewrite the given sentence in a more formal tone.
I had to go to the store real quick."
alpaca52k,alpaca52k_181,"Write a few sentences about a given historical figure.
Amelia Earhart"
alpaca52k,alpaca52k_182,"Generate a list of questions related to a given topic.
Innovation"
alpaca52k,alpaca52k_183,"Create a slogan for a given product.
Healthy snack"
alpaca52k,alpaca52k_184,"Categorize the following text into one of the two sentiment classes: positive or negative.
I didn't like the product very much because it was too slow and not user friendly."
alpaca52k,alpaca52k_185,"Summarize the paragraph into a sentence.
When buying furniture, it's important to take into account the overall look and feel of the space. That means that you should ask yourself if the pieces you are selecting are a good match for the existing furnishings as well as what you imagine the overall style to be."
alpaca52k,alpaca52k_186,"Make the following sentence more concise.
I have a really bad cold and it is making me feeling really miserable."
alpaca52k,alpaca52k_187,"Transform the following sentence into a yes/no question.
It is going to rain tomorrow."
alpaca52k,alpaca52k_188,Compose a tweet that addresses the issue of environmental degradation.
alpaca52k,alpaca52k_189,"Replace the underlined words with appropriate synonyms.
The robbers snitched on their partners."
alpaca52k,alpaca52k_190,"Correct the grammatical errors in the sentence.
She come to the store for supplies."
alpaca52k,alpaca52k_191,"Identify the type of the relationship between the two words in the sentence.
The car passed the truck."
alpaca52k,alpaca52k_192,"Compose an informative sentence explaining the given term.
Green bonds"
alpaca52k,alpaca52k_193,"Rewrite the following sentence without changing the meaning.
The sales report was not accurate."
alpaca52k,alpaca52k_194,"What's the output of this code?
x = [1, 2, 3, 4]
y = [i**2 for i in x]"
alpaca52k,alpaca52k_195,"Write a short review for the novel ""The Catcher in the Rye""."
alpaca52k,alpaca52k_196,"Identify the following animal.
It has thick fur, a long tail, and pointed ears."
alpaca52k,alpaca52k_197,Describe the impact of the coronavirus on the economy.
alpaca52k,alpaca52k_198,What geometric shape has 5 sides and 5 angles?
alpaca52k,alpaca52k_199,Generate a pitch for a new and original product.
